Ticker,YahooTicker,Nom,Zone,Sector,Industry,Country,Beta,MarketCapitalizationBN,SharesOutstanding,AnneeFiscale,DateRapport,PER_calcule,ROE_calcule,ROA_calcule,DebtToEquity_calcule,EPS,EOD_Close_Price,NetIncomeBN,TotalRevenueBN,TotalEquityBN,TotalAssetsBN,TotalDebtBN,Dividendes_Annuels,Annual_Volume_Traded_BN,%MargeNette,%Gearing,%PayOut,Croissance de l'EPS (en %)
AMAT,AMAT,AMAT,USA,Technology,Semiconductor Equipment & Materials,United States,1.666,108.53543806748438,836534016.0,2023,2023-10-31,15.900024713254442,0.4193528656186923,0.2231117185720329,0.0552722696550962,8.16,129.74420166015625,6.856,26.517,16.349,30.729,5.999,1.2200000000000002,1.4756351,25.85511181506204,36.69337574163557,14.950980392156865,8.945260347129501
AMAT,AMAT,AMAT,USA,Technology,Semiconductor Equipment & Materials,United States,1.666,147.863926318875,824403968.0,2024,2024-10-31,20.663431053337412,0.3777169622651439,0.2085791508035688,0.0446762111926736,8.68,179.35858154296875,7.177,27.176,19.001,34.409,6.606,1.52,1.5614252,26.409331763320576,34.76659123204042,17.511520737327192,6.372549019607843
AMCR,AMCR,AMCR,USA,Consumer Cyclical,Packaging & Containers,Switzerland,0.681,16.13572281107617,1502770048.0,2022,2022-06-30,20.18293222986666,0.1972072513473787,0.0461953402961092,0.4327664822803354,0.532,10.737319946289062,0.805,14.544,4.082,17.426,6.983,0.483,2.2486905,5.534928492849285,171.06810387065164,90.78947368421052,
AMCR,AMCR,AMCR,USA,Consumer Cyclical,Packaging & Containers,Switzerland,0.681,13.24859414726257,1471440000.0,2023,2023-06-30,12.699335687419424,0.260307998012916,0.0616361818502617,0.5441332053702864,0.709,9.003829002380371,1.048,14.694,4.026,17.003,7.209,0.494,1.9459211,7.132162787532326,179.06110283159464,69.6755994358251,33.27067669172932
AMCR,AMCR,AMCR,USA,Consumer Cyclical,Packaging & Containers,Switzerland,0.681,13.196160036732422,1445340032.0,2024,2024-06-30,18.079489528542695,0.1880958515846431,0.0441781650931977,0.5446281327291037,0.505,9.130142211914062,0.73,13.64,3.881,16.524,7.187,0.503,2.4839734,5.351906158357771,185.18423086833292,99.60396039603961,-28.772919605077576
AME,AME,AME,USA,Industrials,Specialty Industrial Machinery,United States,1.047,33.12498984372949,231324992.0,2021,2021-12-31,33.37919862120302,0.1440730082172516,0.0832104084428997,0.082134213861956,4.29,143.19676208496094,0.990053,5.546514,6.871884,11.898187,2.720695,0.8,0.2431388,17.85000452536494,39.591689848082424,18.64801864801865,
AME,AME,AME,USA,Industrials,Specialty Industrial Machinery,United States,1.047,31.642046725677492,229654000.0,2022,2022-12-31,27.337576851012216,0.1550913046083521,0.0932773555399674,0.076839940888746,5.04,137.78138732910156,1.159542,6.15053,7.476512,12.43112,2.431373,0.88,0.2621397,18.85271675774283,32.5201511078963,17.46031746031746,17.48251748251748
AME,AME,AME,USA,Industrials,Specialty Industrial Machinery,United States,1.047,37.10502572351953,230799008.0,2023,2023-12-31,28.20485968338816,0.1504191603597218,0.0874087340174911,0.0909419124283503,5.7,160.7677001953125,1.313188,6.59695,8.730191,15.023533,3.374402,1.0,0.2442736,19.905986857562965,38.65209821869877,17.543859649122805,13.095238095238093
AME,AME,AME,USA,Industrials,Specialty Industrial Machinery,United States,1.047,41.416774597290036,231308000.0,2024,2024-12-31,30.09321966091124,0.1425251861567486,0.0940542754991074,0.0515360508092211,5.95,179.05465698242188,1.376124,6.94118,9.655304,14.631169,2.134457,1.12,0.2870306,19.825505173471942,22.106574790395,18.82352941176471,4.385964912280693
AMGN,AMGN,AMGN,USA,Healthcare,Drug Manufacturers - General,United States,0.447,111.60814312680469,563265984.0,2021,2021-12-31,19.162925853028288,0.8795522388059701,0.0963459494809122,0.2984459652030556,10.34,198.1446533203125,5.893,25.979,6.7,61.165,33.309,7.04,0.6681502,22.683706070287542,497.14925373134326,68.08510638297872,
AMGN,AMGN,AMGN,USA,Healthcare,Drug Manufacturers - General,United States,0.447,129.22614734765622,543584000.0,2022,2022-12-31,19.51805077162869,1.7896749521988529,0.1006127055788455,0.3013708974486914,12.18,237.7298583984375,6.552,26.323,3.661,65.121,38.945,7.76,0.7481355,24.89077992630019,1063.780387872166,63.71100164203612,17.794970986460346
AMGN,AMGN,AMGN,USA,Healthcare,Drug Manufacturers - General,United States,0.447,149.61845531677344,535177984.0,2023,2023-12-31,22.258571454673813,1.077824133504493,0.0691376577392593,0.4318518050677693,12.56,279.5676574707031,6.717,28.19,6.232,97.154,64.613,8.52,0.6150791,23.827598439162823,1036.7939666238767,67.83439490445859,3.1198686371100237
AMGN,AMGN,AMGN,USA,Healthcare,Drug Manufacturers - General,United States,0.447,135.68597974417676,537532992.0,2024,2024-12-31,33.126448583728056,0.6959332993023651,0.0445344570389485,0.4429271182867312,7.62,252.4235382080078,4.09,33.424,5.877,91.839,60.099,9.0,0.6734491,12.236716132120632,1022.6135783563042,118.11023622047243,-39.331210191082796
AMP,AMP,AMP,USA,Financial Services,Asset Management,United States,1.263,31.803271046142576,111890000.0,2021,2021-12-31,9.757533075062222,0.5751556976939909,0.0194247058154738,0.1633794207036519,29.13,284.2369384765625,3.417,13.377,5.941,175.91,5.196,4.43,0.1500797,25.54384391119085,87.46002356505639,15.207689667009955,
AMP,AMP,AMP,USA,Financial Services,Asset Management,United States,1.263,31.68019930511474,106417000.0,2022,2022-12-31,10.523106024517276,0.8280305022350776,0.0198234834940699,0.169979991228483,28.29,297.6986694335937,3.149,14.258,3.803,158.852,5.385,4.88,0.1557417,22.08584654229205,141.59873783854852,17.24991162955108,-2.8836251287332693
AMP,AMP,AMP,USA,Financial Services,Asset Management,United States,1.263,37.35886838708496,101196000.0,2023,2023-12-31,15.267715895836565,0.5404948192006767,0.0145897905714334,0.1540464218661804,24.18,369.1733703613281,2.556,15.535,4.729,175.191,5.755,5.300000000000001,0.132527,16.45317026070164,121.69591879890041,21.91894127377999,-14.528101802757154
AMP,AMP,AMP,USA,Financial Services,Asset Management,United States,1.263,51.00017375577393,97014600.0,2024,2024-12-31,15.613182709129974,0.6505355776587605,0.0187483117699266,0.1072937520998248,33.67,525.6958618164062,3.401,17.264,5.228,181.403,5.472,5.790000000000001,0.1186117,19.699953660797036,104.6671767406274,17.1963171963172,39.247311827957
AMT,AMT,AMT,USA,Real Estate,REIT - Specialty,United States,0.915,118.43627431359377,455414016.0,2021,2021-12-31,45.70524889471661,0.5053333858143746,0.0367402654822937,0.4391272885053141,5.69,260.0628662109375,2.5677,9.3569,5.0812,69.8879,52.0086,5.21,0.4523898,27.44178093171884,1023.5495552231757,91.56414762741652,
AMT,AMT,AMT,USA,Real Estate,REIT - Specialty,United States,0.915,83.60527781640185,467288992.0,2024,2024-12-31,37.04256172259155,0.6667257997752942,0.0369203666167846,0.5257335559188465,4.83,178.9155731201172,2.255,10.1272,3.3822,61.0774,43.9541,6.48,0.5875825,22.266766727229637,1299.5712849624504,134.16149068322983,-15.114235500878737
AMZN,AMZN,AMZN,USA,Consumer Cyclical,Internet Retail,United States,1.372,2306.885913786953,10515000320.0,2024,2024-12-31,38.761483991103965,0.2071825715984194,0.0948128802644928,0.0567431615138332,5.66,219.38999938964844,59.248,637.959,285.97,624.894,130.9,0.0,10.3008636,9.287117197186653,45.77403224114418,0.0,
ANET,ANET,ANET,USA,Technology,Computer Hardware,United States,1.411,9.288911031341552,307300000.0,2022,2022-12-31,27.41723439050099,0.2768104432828062,0.1996109460534491,0.0047329552249625,1.1025,30.227500915527344,1.352446,4.38131,4.88582,6.77541,0.043964,0.0,2.0674828,30.868530188459616,0.8998284832433451,0.0,
AON,AON,AON,USA,Financial Services,Insurance Brokers,Ireland,0.833,60.59326236460547,206852992.0,2022,2022-12-31,23.95168500948615,-4.89413988657845,0.0791646281800391,0.1927111950126805,12.23,292.9291076660156,2.589,12.479,-0.529,32.704,11.677,2.1900000000000004,0.2477725,20.74685471592275,-2207.3724007561436,17.906786590351597,
AON,AON,AON,USA,Financial Services,Insurance Brokers,Ireland,0.833,56.84267151171875,200216000.0,2023,2023-12-31,22.53228081597222,-3.1041162227602905,0.0755028122147295,0.2116719654444719,12.6,283.90673828125,2.564,13.376,-0.826,33.959,12.032,2.405,0.2122947,19.16866028708134,-1456.6585956416466,19.087301587301585,3.0253475061324586
AON,AON,AON,USA,Financial Services,Insurance Brokers,Ireland,0.833,77.20785958837891,216266000.0,2024,2024-12-31,28.44654584785856,0.4335892827969286,0.0542019810068416,0.2317380652097892,12.55,357.004150390625,2.654,15.698,6.121,48.965,17.892,2.64,0.2894128,16.906612307300293,292.30517889233784,21.03585657370518,-0.3968253968253843
AOS,AOS,AOS,USA,Industrials,Specialty Industrial Machinery,United States,1.335,12.676074970464844,158872992.0,2021,2021-12-31,25.823654875121573,0.2658552559764218,0.1401968685240617,0.0172766412718659,3.089705,79.7874755859375,0.4871,3.5389,1.8322,3.4744,0.219,1.06,0.2638744,13.764164005764504,11.952843576028817,34.30748242955234,
AOS,AOS,AOS,USA,Industrials,Specialty Industrial Machinery,United States,1.335,8.522895871429442,152776000.0,2022,2022-12-31,35.78196644328686,0.1348629627510442,0.0707319268973381,0.043048748398995,1.559078,55.7868766784668,0.2357,3.7539,1.7477,3.3323,0.3669,1.14,0.275822,6.278803377820401,20.993305487211764,73.1201389539202,-49.539583876130564
AOS,AOS,AOS,USA,Industrials,Specialty Industrial Machinery,United States,1.335,11.67887703125,148720000.0,2023,2023-12-31,21.30646939850265,0.3017783561049664,0.173185226671645,0.0132889488933499,3.685702,78.529296875,0.5566,3.8528,1.8444,3.2139,0.1552,1.22,0.2602229,14.446636212624586,8.414660594231187,33.10088553008355,136.4026687567909
AOS,AOS,AOS,USA,Industrials,Specialty Industrial Machinery,United States,1.335,9.690648304106933,144995008.0,2024,2024-12-31,18.42253467274556,0.2833023626227767,0.1646913580246913,0.0223617649923547,3.627859,66.83435821533203,0.5336,3.8181,1.8835,3.24,0.2167,1.3,0.2434935,13.975537571043189,11.505176533050172,35.833807212463334,-1.5693889522267468
APA,APA,APA,USA,Energy,Oil & Gas E&P,United States,0.755,8.612399210119628,363273984.0,2021,2021-12-31,9.118355237520658,-0.7115987460815048,0.0853191009546718,0.8834936484434409,2.6,23.70772361755371,1.135,7.985,-1.595,13.303,7.609,0.138,2.1573137,14.214151534126488,-477.05329153605015,5.3076923076923075,
APA,APA,APA,USA,Energy,Oil & Gas E&P,United States,0.755,12.567249193572998,321512000.0,2022,2022-12-31,3.5373722266287824,8.520094562647754,0.2741309804518141,0.4471941244607545,11.05,39.08796310424805,3.604,11.075,0.423,13.147,5.62,0.625,2.1708658,32.54176072234763,1328.6052009456264,5.656108597285067,325.0
APA,APA,APA,USA,Energy,Oil & Gas E&P,United States,0.755,10.17006513317688,306719008.0,2023,2023-12-31,3.5807339728007306,1.0753295668549905,0.1872868013644712,0.5215305831913744,9.26,33.157596588134766,2.855,8.279,2.655,15.244,5.304,1.0,1.2353128,34.48484116439183,199.77401129943507,10.799136069114471,-16.199095022624444
APA,APA,APA,USA,Energy,Oil & Gas E&P,United States,0.755,8.113048074734374,369947008.0,2024,2024-12-31,9.6185516892818,0.1522727272727272,0.0414646725116039,0.7595172545802703,2.28,21.9302978515625,0.804,9.737,5.28,19.39,6.162,1.0,1.5839668,8.257163397350313,116.70454545454545,43.85964912280702,-75.377969762419
APD,APD,APD,USA,Basic Materials,Specialty Chemicals,United States,0.863,47.875990723024906,221799008.0,2022,2022-09-30,21.24537820891133,0.1716448569689592,0.0829674249612026,0.1739264268842662,10.16,215.85304260253903,2.2561,12.6986,13.144,27.1926,8.3269,6.48,0.2970793,17.766525443749703,63.35133901399879,63.779527559055126,
APD,APD,APD,USA,Basic Materials,Specialty Chemicals,United States,0.863,58.872601426640635,222148992.0,2023,2023-09-30,25.605221071105078,0.1607081723480217,0.0718756347160378,0.1873808823234377,10.35,265.0140380859375,2.3002,12.6,14.3129,32.0025,11.0316,7.0,0.2425982,18.255555555555556,77.07452717478637,67.6328502415459,1.870078740157477
APD,APD,APD,USA,Basic Materials,Specialty Chemicals,United States,0.863,64.16339718041992,222314000.0,2024,2024-09-30,16.77025501843042,0.2247057787691133,0.0967337635756268,0.2338732152508168,17.21,288.6160888671875,3.8282,12.1006,17.0365,39.5746,15.0061,5.3100000000000005,0.3930356,31.63644777944895,88.08205910838494,30.854154561301574,66.280193236715
APH,APH,APH,USA,Technology,Electronic Components,United States,1.194,25.24208057573535,598028032.0,2021,2021-12-31,31.735983827060323,0.252427800698191,0.1083769348157837,0.1901546897292625,1.33,42.20885848999024,1.5908,10.8763,6.302,14.6784,4.7999,0.3175,1.2333978,14.626297546040472,76.16470961599492,23.872180451127818,
APH,APH,APH,USA,Technology,Electronic Components,United States,1.194,22.190690390895263,595094976.0,2022,2022-12-31,23.378887595054124,0.2711528593420377,0.124120786626822,0.2062892104464766,1.595,37.28932571411133,1.9023,12.623,7.0156,15.3262,4.5777,0.405,1.1787006,15.070110116454094,65.25029933291522,25.39184952978057,19.924812030075188
APH,APH,APH,USA,Technology,Electronic Components,United States,1.194,28.56016693055713,598310016.0,2023,2023-12-31,29.55710821476514,0.2309950278559875,0.1166618259270016,0.1518653588596301,1.615,47.7347297668457,1.928,12.5547,8.3465,16.5264,4.3373,0.425,1.291461,15.356798649111486,51.96549451866051,26.31578947368421,1.2539184952978122
APH,APH,APH,USA,Technology,Electronic Components,United States,1.194,83.25034405240234,1205609984.0,2024,2024-12-31,34.35446136626439,0.2475490196078431,0.1130586468409809,0.0827155740721685,2.01,69.0524673461914,2.424,15.2227,9.792,21.4402,6.8861,0.55,1.6455654,15.923587799798986,70.32373366013071,27.363184079601993,24.45820433436532
APO,APO,APO,USA,Financial Services,Asset Management,United States,1.605,29.011262228393555,432900000.0,2021,2021-12-31,9.155202563343153,0.4853523357086302,0.0602911284505934,0.4718167686824548,7.32,67.01608276367188,1.839,5.951,3.789,30.502,13.688,2.1,0.6124051,30.90236934968913,361.2562681446292,28.688524590163933,
APO,APO,APO,USA,Financial Services,Asset Management,United States,1.605,50.363526837068356,567555008.0,2023,2023-12-31,10.403013061666543,0.3593705497009399,0.0160994998213647,0.1606718295598821,8.53,88.73770141601562,5.047,32.644,14.044,313.488,8.092,1.69,0.636409,15.460727851978925,57.61891199088579,19.812426729191092,16.53005464480872
APO,APO,APO,USA,Financial Services,Asset Management,United States,1.605,92.15336131518556,565816000.0,2024,2024-12-31,22.03898139509684,0.2652871964296064,0.0121118300056894,0.1148954291942387,7.39,162.86807250976562,4.577,26.114,17.253,377.895,10.588,1.819,0.8163823,17.526997013096423,61.36903726888077,24.614343707713125,-13.364595545134817
APP,APP,APP,USA,Communication Services,Advertising Agencies,United States,2.509,13.022400529605468,335801984.0,2023,2023-12-31,38.39603839534344,0.2839311995504362,0.0665606555621216,0.2439961812552439,1.01,38.77999877929688,0.356711,3.283087,1.256329,5.359187,3.177416,0.0,0.7133915,10.865109575225999,252.9127322540513,0.0,
APTV,APTV,APTV,USA,Consumer Cyclical,Auto Parts,Switzerland,1.516,25.184803160326172,270950016.0,2022,2022-12-31,47.42346783073581,0.0674310364400045,0.0271431182599159,0.2763968396213523,1.96,92.9499969482422,0.594,17.489,8.809,21.884,6.961,0.0,0.5121557,3.3964206072388357,79.02145532977639,0.0,
APTV,APTV,APTV,USA,Consumer Cyclical,Auto Parts,Switzerland,1.516,25.505667464784178,282862016.0,2023,2023-12-31,8.587618873232888,0.2544163491513682,0.1202767429483768,0.2660977215895584,10.5,90.16999816894533,2.938,20.051,11.548,24.427,6.787,0.0,0.508249,14.652635778764154,58.77208174575684,0.0,435.7142857142858
APTV,APTV,APTV,USA,Consumer Cyclical,Auto Parts,Switzerland,1.516,14.214977172409057,235036000.0,2024,2024-12-31,8.677187882673792,0.2031605275125056,0.0761787023616676,0.6252560163973673,6.97,60.47999954223633,1.787,19.713,8.796,23.458,8.888,0.0,0.8102807,9.065083954750671,101.04592996816734,0.0,-33.61904761904763
ARE,ARE,ARE,USA,Real Estate,REIT - Office,United States,1.329,29.20977999761963,154964000.0,2021,2021-12-31,49.21513649564499,0.0352849388821499,0.0189033372730797,0.3158740326271508,3.83,188.4939727783203,0.571247,2.108249,16.189542,30.219373,9.226611,4.48,0.2022536,27.095803199716922,56.991179861666254,116.97127937336815,
ARE,ARE,ARE,USA,Real Estate,REIT - Office,United States,1.329,20.73236967003809,165016992.0,2022,2022-12-31,39.508738007935335,0.0274957494805477,0.0146849686315208,0.5096601193287805,3.18,125.63778686523438,0.52166,2.57604,18.972387,35.523399,10.566462,4.72,0.2454031,20.250461949348615,55.69389871711977,148.42767295597483,-16.97127937336814
ATO,ATO,ATO,USA,Utilities,Utilities - Regulated Gas,United States,0.747,13.13992112399292,139892000.0,2022,2022-09-30,16.74314420703473,0.0822157891881499,0.0348938126360536,0.6369913427194565,5.61,93.92903900146484,0.774398,4.201662,9.419091,22.192989,8.370016,2.78,0.2491023,18.43075430627214,88.86224796002077,49.55436720142602,
ATO,ATO,ATO,USA,Utilities,Utilities - Regulated Gas,United States,0.747,14.430939761520385,148462000.0,2023,2023-09-30,15.93490475513896,0.0814955643315439,0.0393419753494342,0.4935857343811377,6.1,97.20291900634766,0.885862,4.275357,10.870064,22.516968,7.122906,3.025,0.2270537,20.720187811216704,65.52772826360544,49.59016393442623,8.734402852049893
ATO,ATO,ATO,USA,Utilities,Utilities - Regulated Gas,United States,0.747,20.93614259635498,155232992.0,2024,2024-09-30,19.746582120613333,0.0857808351255491,0.0413938140778143,0.3882860924636284,6.83,134.86915588378906,1.042895,4.165187,12.157669,25.194465,8.129213,3.285,0.218644,25.038371626532008,66.86489819717907,48.096632503660324,11.967213114754106
AVB,AVB,AVB,USA,Real Estate,REIT - Residential,United States,0.743,31.019060859069334,139740992.0,2021,2021-12-31,30.872793821035074,0.0918633907787284,0.0504621742842534,0.2666116823321557,7.19,221.9753875732422,1.004299,2.29485,10.932527,19.902016,8.270044,6.36,0.1793775,43.76316534849773,75.64622525057565,88.45618915159945,
AVB,AVB,AVB,USA,Real Estate,REIT - Residential,United States,0.743,20.5162708575249,139896992.0,2022,2022-12-31,18.038461832982588,0.1010154551358176,0.055566923149568,0.4132678915617942,8.13,146.65269470214844,1.136775,2.593446,11.253476,20.457764,8.478716,6.36,0.1919017,43.83260727233187,75.34308510543765,78.22878228782287,13.07371349095967
AVB,AVB,AVB,USA,Real Estate,REIT - Residential,United States,0.743,25.192453908080566,142015008.0,2023,2023-12-31,27.0416003901784,0.0788254208195009,0.044918047564456,0.3229162998444805,6.56,177.3928985595703,0.928825,2.767909,11.783318,20.678214,8.135054,6.6,0.1921364,33.55691968196932,69.0387376458821,100.60975609756098,-19.311193111931136
AVB,AVB,AVB,USA,Real Estate,REIT - Residential,United States,0.743,30.487642809463868,142236992.0,2024,2024-12-31,28.16609446541865,0.0906109759475934,0.0515217156426462,0.27061885536913,7.61,214.34397888183597,1.081994,2.913757,11.941092,21.000737,8.250531,6.8,0.1784316,37.133982003303636,69.09360550944588,89.35611038107753,16.00609756097562
AVGO,AVGO,AVGO,USA,Technology,Semiconductors,United States,1.204,20.0442408071289,411616000.0,2021,2021-10-31,31.094588004520656,0.269558605786546,0.0891359004896122,1.9821154805658532,1.566075,48.69645690917969,6.736,27.45,24.989,75.57,39.73,1.49,4.738377,24.539162112932605,158.9899555804554,95.14231438468784,
AVGO,AVGO,AVGO,USA,Technology,Semiconductors,United States,1.204,18.088519318664552,405008000.0,2022,2022-10-31,16.317078574163663,0.5061869743273592,0.1569304700405466,2.184534803754038,2.73714,44.66212844848633,11.495,33.203,22.709,73.249,39.515,1.69,5.977989,34.620365629611776,174.00590074419836,61.74327948150259,74.77707006369427
